stops,latitude,longtitude
E 149 ST/BROOK AV,(40.814943, -73.9149655)
SOUTHERN BL/E 149 ST,(40.81207759999999, -73.9041361)
SOUTHERN BL/AV SAINT JOHN,(40.8129396, -73.90147499999999)
SOUTHERN BL/LEGGETT AV,(40.81357550000001, -73.899292)
SOUTHERN BL/E 156 ST,(40.814919, -73.8976635)
SOUTHERN BL/LONGWOOD AV,(40.816074, -73.89660599999999)
SOUTHERN BL/TIFFANY ST,(40.81851, -73.89394399999999)
SOUTHERN BL/HUNTS POINT AV,(40.82095, -73.89161589999999)
SOUTHERN BL/ALDUS ST,(40.8232302, -73.8918094)
SOUTHERN BL/WESTCHESTER AV,(40.8245046, -73.891792)
SOUTHERN BL/HOME ST,(40.82855199999999, -73.89189549999999)
SOUTHERN BL/FREEMAN ST,(40.829967, -73.891808)
SOUTHERN BL/JENNINGS ST,(40.832407, -73.8907165)
SOUTHERN BL/E 172 ST,(40.834108, -73.88995349999999)
SOUTHERN BL/E 173 ST,(40.8357258, -73.888746)
SOUTHERN BL/BOSTON RD,(40.8371942, -73.8878323)
SOUTHERN BL/E 176 ST,(40.8401022, -73.886195)
SOUTHERN BL/E TREMONT AV,(40.842892, -73.88566999999999)
SOUTHERN BL/E 180 ST,(40.8459586, -73.8845066)
SOUTHERN BL/BRONX PK S,(40.8653977, -73.8704003)
SOUTHERN BL/E 183 ST,(40.8510609, -73.88231449999999)
SOUTHERN BL/E 187 ST,(40.853214, -73.881577)
SOUTHERN BL/E 189 ST,(40.856407, -73.880684)
SOUTHERN BL/BOTANICAL GARDENS,(40.861248, -73.88073)
SOUTHERN BL/E FORDHAM RD,(40.85684029999999, -73.88079929999999)
SOUTHERN BL/E 182 ST,(40.847977, -73.88333899999999)
SOUTHERN BL/E 179 ST,(40.8445726, -73.8852934)
SOUTHERN BL/E 176 St,(40.8401022, -73.886195)
SOUTHERN BL/E 174 ST,(40.8374083, -73.8877819)
SOUTHERN BL/E 167 ST,(40.8268038, -73.8918728)
SOUTHERN BL/E 163 ST,(40.8210069, -73.89159219999999)
SOUTHERN BL/AV ST. JOHN,(40.8129396, -73.90147499999999)
E 149 ST/SOUTHERN BL,(40.81207759999999, -73.9041361)
E 149 ST/PROSPECT AV,(40.8122918, -73.90449819999999)
E 149 ST/ST ANNS AV,(40.8142733, -73.9129694)
E 149 ST/MELROSE AV,(40.8161494, -73.9177297)
E 149 ST/GERARD AV,(40.81902609999999, -73.9292416)
3 AV/E 140 ST,(40.812096, -73.92506399999999)
3 AV/E 144 ST,(40.8136675, -73.9222065)
3 AV/E 142 ST,(40.812881, -73.92388199999999)
KINGSBRIDGE AV/W 230 ST,(40.87846, -73.90798199999999)
W 230 ST/BROADWAY,(40.877197, -73.906891)
BROADWAY/W 228 ST,(40.875751, -73.90824900000001)
BROADWAY/W 225 ST,(40.874485, -73.909401)
BROADWAY/W 220 ST,(40.872391, -73.912598)
BROADWAY/W 218 ST,(40.870884, -73.914604)
BROADWAY/W 215 ST,(40.8695669, -73.9163231)
BROADWAY/W 213 ST,(40.868969, -73.91721299999999)
BROADWAY/W 207 ST,(40.867683, -73.921402)
BROADWAY/ISHAM ST-W 211 ST,(40.868137, -73.919525)
BROADWAY/EXTERIOR ST,(40.8765341, -73.90661949999999)
WESTCHESTER AV/LANE  AV,(40.8397555, -73.8431256)
WATERS PL/HUTCHINSON RVR PKWY,(40.843678, -73.839226)
BRONX STATE/BUS SHELTER,(40.846085, -73.83962199999999)
EASTCHESTER RD/WATERS PL,(40.8463602, -73.8446024)
EASTCHESTER RD/BASSETT AV,(36.7361974, -79.9115654)
EASTCHESTER RD/IVES ST,(40.850094, -73.844803)
MORRIS PK AV/EASTCHESTER RD,(40.8510506, -73.8443353)
MORRIS PK AV/SEMINOLE AV,(40.8510867, -73.84821409999999)
MORRIS PK AV/WILLIAMSBRIDGE RD,(40.8503123, -73.8513696)
MORRIS PK AV/HONE AV,(40.848824, -73.85490399999999)
MORRIS PK AV/RADCLIFF AV,(40.84758799999999, -73.857468)
MORRIS PK AV/DELANCEY PL,(40.846485, -73.86022899999999)
MORRIS PK AV/BARNES AV,(40.845955, -73.8625795)
MORRIS PK AV/WHITE PLAINS RD,(40.8452375, -73.8660835)
MORRIS PK AV/AMETHYST ST,(40.844673, -73.868484)
MORRIS PK AV/MELVILLE ST,(40.843197, -73.870918)
MORRIS PK AV/E 180 ST,(40.8408745, -73.8728064)
E TREMONT AV/MORRIS PK AV,(40.8397911, -73.8735892)
E TREMONT AV/DEVOE AV,(40.8400432, -73.8773563)
E TREMONT AV/BOSTON RD,(40.8401358, -73.88042159999999)
BOSTON RD/E TREMONT AV F/S,(40.840107, -73.880486)
BOSTON RD/VYSE AV,(40.8391575, -73.8846287)
BOSTON RD/SOUTHERN BL,(40.8371942, -73.8878323)
BOSTON RD/E 173 ST,(40.8361431, -73.8898637)
BOSTON RD/LOUIS NINE BL,(40.8349113, -73.8941414)
BOSTON RD/PROSPECT AV,(40.8335321, -73.89640779999999)
BOSTON RD/CROTONA AV,(40.8327605, -73.8979982)
BOSTON RD/E 169 ST,(40.8311793, -73.9002106)
BOSTON RD/E 168 ST,(40.8295927, -73.90224549999999)
BOSTON RD/E 166 ST,(40.827328, -73.904701)
BOSTON RD/E 165 ST,(40.825653, -73.907364)
3 AV/E 148 ST,(40.815342, -73.91912099999999)
LINCOLN AV/E 138 ST,(40.81097219999999, -73.9271377)
3 AV/E 149 ST,(40.81560899999999, -73.918312)
BOSTON RD/HOME ST,(40.8285314, -73.90345359999999)
BOSTON RD/UNION AV,(40.832268, -73.898483)
BOSTON RD/SEABURY PL,(40.8358196, -73.8908421)
BOSTON RD/E TREMONT AV,(40.8401358, -73.88042159999999)
E TREMONT AV/E 177 ST,(40.8399064, -73.877917)
E TREMONT AV/BRONX PARK AV,(40.8398986, -73.87562319999999)
MORRIS PK AV/E TREMONT AV,(40.8397911, -73.8735892)
MORRIS PK AV/ADAMS ST,(40.841618, -73.872253)
MORRIS PK AV/VAN BUREN ST,(40.842224, -73.871712)
MORRIS PK AV/TAYLOR AV,(40.843727, -73.86992599999999)
MORRIS PK AV/UNIONPORT RD,(40.8448237, -73.8680265)
MORRIS PK AV/BRONXDALE AV,(40.84665400000001, -73.8594241)
EASTCHESTER RD/SACKETT AV,(40.8502613, -73.84483689999999)
WATERS PL/EASTCHESTER RD,(40.8463602, -73.8446024)
WATERS PL/FINK AV,(40.842888, -73.838806)
WESTCHESTER AV/BENSON ST,(40.8404316, -73.8422898)
W 205 ST/PAUL AV,(40.8769606, -73.8896477)
GOULDEN AV/BEDFORD PK BL,(40.8755265, -73.8941115)
GOULDEN AV/W 197 ST,(40.8714512, -73.8973353)
RESERVOIR AV/W KINGSBRIDGE RD,(40.8678852, -73.8994368)
W KINGSBRIDGE RD/JEROME AV,(40.8675066, -73.8973836)
E KINGSBRIDGE RD/GRAND CONCOURSE,(40.8659148, -73.89429439999999)
VALENTINE AV/E 192 ST,(40.863988, -73.8946129)
VALENTINE AV/E FORDHAM RD,(40.8622735, -73.8959069)
BOSTON RD/PELHAM PKY,(40.8566285, -73.8693042)
BRONX PARK E/LYDIG AV,(40.8542614, -73.8693736)
BRONX PARK E/BRADY AV,(40.8524279, -73.8687202)
BRONX PK E/UNIONPORT RD,(40.8509201, -73.8682422)
WHITE PLAINS RD/RHINELANDER AV,(40.8474351, -73.8672527)
WHITE PLAINS RD/MORRIS PK AV,(40.8452375, -73.8660835)
WHITE PLAINS RD/VAN NEST AV,(40.8437767, -73.86556139999999)
UNIONPORT RD/E TREMONT AV,(40.8413298, -73.8636685)
UNIONPORT RD/GUERLAIN ST,(40.84044249999999, -73.86278089999999)
A.B. RYAN OVAL/METROPOLITAN AV,(40.837849, -73.860237)
UNIONPORT RD/METROPOLITAN AV,(40.8384045, -73.8591794)
UNIONPORT RD/STARLING AV,(40.837036, -73.857368)
STARLING AV/PURDY ST,(40.8362679, -73.85322289999999)
CASTLE HILL AV/WESTCHESTER AV,(40.8342107, -73.8516582)
CASTLE HILL AV/GLEASON AV,(40.832241, -73.85099799999999)
CASTLE HILL AV/CROSS BX SVC RD N,(40.829964, -73.85063199999999)
CASTLE HILL AV/CHATTERTON AV,(40.828332, -73.850202)
CASTLE HILL AV/BRUCKNER BL,(40.8275926, -73.8500269)
CASTLE HILL AV/HERMANY AV,(40.8247359, -73.8493658)
CASTLE HILL AV/VIRGIL PL,(40.8225005, -73.8488406)
CASTLE HILL AV/SEWARD AV,(40.821457, -73.848541)
CASTLE HILL AV/RANDALL AV,(40.819405, -73.848068)
CASTLE HILL AV/LACOMBE AV,(40.8169279, -73.847484)
CASTLE HILL AV/NORTON AV,(40.814606, -73.847004)
CASTLE HILL AV/TURNBULL AV,(40.8240213, -73.84919719999999)
CASTLE HILL AV/QUIMBY AV,(40.8260328, -73.8495344)
CASTLE HILL AV/WATSON AV,(40.829678, -73.85047899999999)
STARLING AV/UNIONPORT RD,(40.8359071, -73.8557758)
AILEEN RYAN OVAL/METROPOLITAN AV,(40.838707, -73.85945099999999)
WHITE PLAINS RD/BIRCHALL AV,(40.8495168, -73.8675442)
WHITE PLAINS RD/BRONXDALE AV,(40.851576, -73.86779949999999)
BRONX PARK E/PELHAM PY,(40.8569965, -73.8676415)
E KINGSBRIDGE RD/E 192 ST,(40.8639362, -73.894284)
E KINGSBRIDGE RD/MORRIS AV,(40.8670529, -73.8963215)
RESERVOIR AV/W 195 ST,(40.8696758, -73.8989053)
GOULDEN AV/RESERVOIR AV,(40.8710508, -73.8976394)
VALENTINE AV/FORDHAM RD,(40.8622735, -73.8959069)
MARCONI ST/911 CALL CENTER,(40.854988, -73.837608)
MARCONI ST/HUTCH METRO CTR,(40.852642, -73.839828)
MARCONI ST/LA FITNESS ENT,(40.849432, -73.841663)
WATERS ST/MARCONI ST,(40.846531, -73.843285)
WILLIAMSBRIDGE RD/SILVER ST,(40.84451, -73.84622829999999)
WILLIAMSBRIDGE RD/E TREMONT AV,(40.8418776, -73.8436588)
WESTCHESTER AV/BLONDEL AV,(40.840897, -73.841545)
WESTCHESTER AV/MIDDLETOWN RD,(40.84353979999999, -73.8367493)
WESTCHESTER AV/ROBERTS AV,(40.845428, -73.834229)
WESTCHESTER AV/CROSBY AV,(40.8470098, -73.8323048)
WESTCHESTER AV/MAHAN AV,(40.84902599999999, -73.830544)
WESTCHESTER AV/WILKINSON AV,(40.8516577, -73.82971239999999)
WESTCHESTER AV/AMENDOLA PZ,(40.852577, -73.827362)
BRUCKNER BL/WILLOW LA,(40.848934, -73.828041)
BRUCKNER BL/ROBERTS AV,(40.846615, -73.82672099999999)
BRUCKNER BL/MIDDLETOWN RD,(40.8458288, -73.82550049999999)
BRUCKNER BL/JARVIS AV,(40.843197, -73.82627900000001)
COUNTRY CLUB RD/KEARNEY AV,(40.842487, -73.824753)
KEARNEY AV/CONNELL PL,(40.8412313, -73.8244261)
RAWLINS AV/KEARNEY AV,(40.8397666, -73.8245286)
RAWLINS AV/LOHENGRIN PL,(40.83824860000001, -73.820966)
CAMPBELL DR/STADIUM AV,(40.83791, -73.81884)
CAMPBELL DR/AGAR PL,(40.83913, -73.81727599999999)
CAMPBELL DR/COUNTRY CLUB RD,(40.841144, -73.8179427)
COUNTRY CLUB RD/REED PL,(40.841061, -73.819069)
SPENCER DR/REED PL,(40.8422337, -73.81945619999999)
RADIO DR/LUCERNE ST,(40.843132, -73.817146)
RADIO DR/GRISWOLD AV,(40.8441062, -73.8194796)
RESEARCH AV/AMPERE AV,(40.8461749, -73.8192686)
KENNELWORTH PL/AMPERE AV,(40.846104, -73.82222)
SPENCER DR/KENNELLWORTH PL,(40.843206, -73.822392)
SPENCER DR/STADIUM AV,(40.84252499999999, -73.820572)
COUNTRY CLUB RD/LOHENGRIN PL,(40.84080609999999, -73.8212154)
COUNTRY CLUB RD/KENNELLWORTH PL,(40.8420504, -73.8234263)
COUNTRY CLUB RD/MC DONOUGH PL,(40.842747, -73.825073)
BRUCKNER BL/BUHRE AV,(40.84902659999999, -73.82684560000001)
BRUCKNER BL/BURR AV,(40.85326, -73.827049)
WESTCHESTER AV/ST THERESA AV,(40.849331, -73.830544)
WESTCHESTER AV/BUHRE AV,(40.8470098, -73.8323048)
WESTCHESTER AV/MULFORD AV,(40.84457400000001, -73.835464)
WESTCHESTER AV/E TREMONT AV,(40.8401627, -73.8426178)
WILLIAMSBRIDGE RD/ST RAYMONDS AV,(40.8433618, -73.8451659)
WILLIAMSBRIDGE RD/EASTCHESTER RD,(40.84451, -73.84622829999999)
MARCONI ST/WATERS PL,(40.8520963, -73.84028099999999)
MARCONI ST /911 CALL  CENTER,(40.854988, -73.837608)
EARHART LA/ERSKINE PL,(40.861115, -73.822548)
HUNTER AV/EARHART LA,(40.861862, -73.82429499999999)
HUTCHINSON RVR PY E/EINSTEIN LOOP N,(40.866013, -73.822983)
BARTOW AV/REAR OF PATHMARK,(40.868977, -73.82346299999999)
ASCH LOOP/CO-OP CITY BL,(40.870434, -73.826157)
ASCH LOOP/ALCOTT PL,(40.8715143, -73.83029909999999)
ASCH LOOP/BARTOW AV,(40.8691957, -73.8305149)
BARTOW AV/EDSON AV,(40.868118, -73.833908)
BARTOW AV/BRUNNER AV,(40.867489, -73.83581500000001)
GUNTHER AV/BARTOW AV,(40.866979, -73.8373214)
LODOVICK AV/ALLERTON AV,(40.8650452, -73.8369943)
ALLERTON AV/WESTERVELT AV,(40.865177, -73.83992800000001)
ALLERTON AV/EASTCHESTER RD,(40.86517490000001, -73.84334919999999)
ALLERTON AV/MORGAN AV,(40.86524199999999, -73.84531)
ALLERTON AV/FISH AV,(40.8653082, -73.8471876)
ALLERTON AV/WILSON AV,(40.865345, -73.8491032)
ALLERTON AV/PEARSALL AV,(40.8653377, -73.85195470000001)
ALLERTON AV/HERING AV,(40.865404, -73.853836)
ALLERTON AV/LACONIA AV,(40.8654832, -73.8558269)
ALLERTON AV/HONE AV,(40.86544749999999, -73.8577361)
ALLERTON AV/WILLIAMSBRIDGE RD,(40.8654749, -73.8596517)
ALLERTON AV/BOSTON RD,(40.8655259, -73.8622817)
ALLERTON AV/MATTHEWS AV,(40.8655239, -73.862601)
ALLERTON AV/HOLLAND AV,(40.8654645, -73.86541799999999)
ALLERTON AV/WHITE PLAINS RD,(40.8654247, -73.86737959999999)
ALLERTON AV/BARKER AV,(40.86545599999999, -73.869614)
KAZIMIROFF BL/BOTANICAL GARDENS,(40.866879, -73.880791)
BEDFORD PK BL/WEBSTER AV,(40.867348, -73.88351399999999)
BEDFORD PK BL/MARION AV,(40.86870400000001, -73.884678)
BEDFORD PK BL/BRIGGS AV,(40.870705, -73.88604699999999)
BEDFORD PK BL/GRAND CONCOURSE,(40.8721527, -73.8880703)
BEDFORD PK/PAUL AV,(40.8744798, -73.8916322)
BEDFORD PK BL/BAINBRIDGE AV,(40.8701285, -73.8852235)
KAZIMIROFF/BOTANICAL GARDENS E,(40.866661, -73.88098099999999)
ALLERTON AV/BRONX PK E,(40.8653977, -73.8704003)
ALLERTON AV/BARNES AV,(40.86542499999999, -73.863075)
ALLERTON AV/BRONXWOOD AV,(40.8654945, -73.86156489999999)
ALLERTON AV/WOODHULL AV,(40.8652296, -73.8416775)
ALLERTON AV/LODOVICK AV,(40.8650452, -73.8369943)
BARTOW AV/GUNTHER AV,(40.866979, -73.8373214)
BARTOW AV/ELY AV,(40.86788200000001, -73.83440399999999)
HUTCHINSON RVR PKY/EINSTEIN LOOP N,(40.86567120000001, -73.8234248)
HUTCHINSON RVR PKY/EINSTEIN LOOP S,(40.86567120000001, -73.8234248)
HUNTER AV/BOLLER AV,(40.862274, -73.82547799999999)
ERSKINE PL/EARHART LA,(40.861115, -73.822548)
HOE AV/WESTCHESTER AV,(40.825321, -73.89066559999999)
WESTCHESTER AV/BRYANT AV,(40.8262724, -73.8888108)
WESTCHESTER AV/WHITLOCK AV,(40.827496, -73.886276)
WESTCHESTER AV/COLGATE AV,(40.8283, -73.88177499999999)
WESTCHESTER AV/ELDER AV,(40.8285984, -73.87917159999999)
WESTCHESTER AV/MANOR AV,(40.8290085, -73.876274)
MORRISON AV/WESTCHESTER AV,(40.8295053, -73.8746156)
MORRISON AV/WATSON AV,(40.827023, -73.87384)
WATSON AV/SOUNDVIEW AV,(40.8269256, -73.8720246)
WATSON AV/CROES AV,(40.8271846, -73.8701073)
ROSEDALE AV/1055 ROSEDALE AV,(40.8260979, -73.8683238)
ROSEDALE AV/BRUCKNER BL,(40.8246115, -73.867569)
ROSEDALE AV/STORY AV,(40.8230724, -73.86727259999999)
SOUNDVIEW AV/LAFAYETTE AV,(40.8209749, -73.8656951)
ROSEDALE AV/SEWARD AV,(40.81875240000001, -73.86620429999999)
RANDALL AV/ROSEDALE AV,(40.81662800000001, -73.865265)
RANDALL AV/TAYLOR AV,(40.81709499999999, -73.862259)
SOUNDVIEW AV/LACOMBE AV,(40.8151205, -73.8595655)
SOUNDVIEW AV/PATTERSON AV,(40.8133609, -73.8577219)
SOUNDVIEW AV/OBRIEN AV,(40.81142, -73.856178)
SOUNDVIEW AV/GILDERSLEEVE AV,(40.8093335, -73.8553137)
SOUNDVIEW AV/NEWMAN AV,(40.80861580000001, -73.8541133)
SOUNDVIEW AV/CORNELL AV,(40.807545, -73.852341)
SOUNDVIEW AV/PUGSLEY AV,(40.807545, -73.852341)
SOUNDVIEW AV/FERRY TERMINAL,(40.805691, -73.848839)
SOUNDVIEW AV/SOUNDVIEW FERRY,(40.8042129, -73.8486202)
SOUNDVIEW AV/STEPHENS AV,(40.8079057, -73.8528427)
RANDALL AV/COMMONWEALTH AV,(40.8167638, -73.8647469)
ROSEDALE AV/LAFAYETTE AV,(37.8861228, -122.1166341)
ROSEDALE AV/1040 ROSEDALE AV,(40.8261337, -73.86749689999999)
WATSON AV/ROSEDALE AV,(40.82742289999999, -73.8683171)
WATSON AV/METCALF AV,(40.827015, -73.871811)
WESTCHESTER AV/BOYNTON AV,(40.8286684, -73.87823449999999)
WESTCHESTER AV/ COLGATE AV,(40.828363, -73.881756)
WESTCHESTER AV/HOME ST,(40.8275207, -73.88639250000001)
E 167 ST/BRYANT AV,(40.826782, -73.8888502)
W FARMS RD/HOE AV,(34.0540821, -117.305314)
JEROME AV/E 196 ST,(40.8692471, -73.8960622)
JEROME AV/MORRIS AV,(40.8710995, -73.893669)
W MOSHOLU PKY S/JEROME AV,(40.87887569999999, -73.8856802)
E MOSHOLU PY S/GRAND CONCOURSE,(40.878294, -73.88488)
BAINBRIDGE AV/E MOSHOLU PY N,(40.8729515, -73.8805505)
BAINBRIDGE AV/E 204 ST,(40.8736853, -73.8792069)
E GUN HILL RD/TRYON AV,(40.8802698, -73.876792)
E GUN HILL RD/PUTNAM PL,(40.879593, -73.8753746)
E GUN HILL RD/HULL AV,(40.8788603, -73.8734881)
E GUN HILL RD/WEBSTER AV,(40.8786579, -73.8715575)
E GUN HILL RD/OLINVILLE AV,(40.8778199, -73.8680964)
E GUN HILL RD/WHITE PLAINS RD,(40.877515, -73.8668592)
E GUN HILL RD/BARNES AV,(40.8760156, -73.8621501)
E GUN HILL RD/BRONXWOOD AV,(40.8755256, -73.8605856)
E GUN HILL RD/PAULDING AV,(40.8747136, -73.8580435)
E GUN HILL RD/LACONIA AV,(40.8739268, -73.8555756)
E GUN HILL RD/HERING AV,(40.87328249999999, -73.8535799)
E GUN HILL RD/PEARSALL AV,(40.8726872, -73.8516766)
E GUN HILL RD/BURKE AV,(40.87160900000001, -73.848366)
E GUN HILL RD/YOUNG AV,(40.871109, -73.847534)
E GUN HILL RD/DEWITT PL,(40.8699242, -73.8452097)
E GUN HILL RD/EASTCHESTER RD,(40.8681818, -73.84183639999999)
E GUN HILL RD/ARNOW AV,(40.8678879, -73.84126309999999)
BAYCHESTER AV/ALDRICH ST,(40.8700594, -73.83237989999999)
BAYCHESTER AV/DONIZETTI PL,(40.8760353, -73.83393559999999)
BAYCHESTER AV/DARROW PL,(40.8785223, -73.83310170000001)
BAYCHESTER AV/750 BAYCHESTER AV,(40.8748243, -73.8323492)
DREISER LOOP/CO-OP CITY BL,(40.8784122, -73.8282193)
DREISER LOOP/DEFOE PLACE,(40.8762249, -73.83011499999999)
DREISER LOOP/DEBS PL,(40.876687, -73.828367)
CO-OP CITY BL/CARVER LOOP #2,(40.879395, -73.825073)
CO-OP CITY BL/BELLAMY LOOP N,(40.8722332, -73.82438909999999)
ASCH LOOP/ADLER PL,(40.8710323, -73.8282906)
CO-OP CITY BL/BELLAMY LOOP S,(40.8722332, -73.82438909999999)
CO-OP CITY BL/PEARTREE AV,(40.8800108, -73.82341459999999)
CO-OP CITY BL/CARVER LOOP  #1,(40.879395, -73.825073)
E GUN HILL RD/KINGSLAND AV,(40.8668028, -73.8391759)
E GUN HILL RD/KNAPP ST,(40.8699, -73.84509299999999)
E GUN HILL RD/FISH AV,(40.8708535, -73.8469856)
E GUN HILL RD/GIVAN AV,(40.8726872, -73.8516766)
E GUN HILL RD/BOSTON RD,(40.87328249999999, -73.8535799)
E GUN HILL RD/DECATOUR AV,(40.87875580000001, -73.8725582)
JEROME AV/W KINGSBRIDGE RD,(40.8675066, -73.8973836)
STILLWELL AV/PALMER AV,(40.8609611, -73.8259508)
ERSKINE PL/DEREIMER AV,(40.859754, -73.8262481)
BRUCKNER BL/WILKINSON AV,(40.8520353, -73.8267092)
CHARLES CRIMI BL/SUBWAY OVERPASS,(40.852829, -73.82597400000002)
CITY ISLAND RD/SHORE RD,(40.864899, -73.814024)
ORCHARD BEACH CIR/CITY ISLAND RD,(40.85994, -73.80283399999999)
CITY ISLAND AV/KILROE ST,(40.8549565, -73.78921319999999)
CITY ISLAND AV/CROSS ST,(40.8532066, -73.7899127)
CITY ISLAND AV/BEACH ST,(40.8519946, -73.7890628)
CITY ISLAND AV/DITMARS ST,(40.8496923, -73.7874171)
CITY ISLAND AV/FORDHAM ST,(40.8472646, -73.7865113)
CITY ISLAND AV/SCHOFIELD ST,(40.84513800000001, -73.785703)
CITY ISLAND AV/WINTERS ST,(40.8437827, -73.78519519999999)
CITY ISLAND AV/PELL PL,(40.8425093, -73.78472)
CITY ISLAND AV/PILOT ST,(40.8412279, -73.78424319999999)
CITY ISLAND AV/ROCHELLE ST,(40.8389024, -73.7833765)
CITY ISLAND AV/SUTHERLAND ST,(40.856105, -73.78973710000001)
CITY ISLAND RD/CITY ISLAND CIR,(40.8606822, -73.8013535)
CHARLES CRIMI RD/SUBWAY OVERPASS BAY,(40.852928, -73.82592799999999)
PALMER AV/STILLWELL AV,(40.8610763, -73.826229)
CO-OP CITY BL/BARTOW AV,(40.869413, -73.8260686)
BROADWAY/179 ST,(40.8489395, -73.9370656)
UNIVERSITY AV/N OF WASHINGTON BDG,(40.846039, -73.921471)
UNIVERSITY AV/W 174 ST,(40.8469062, -73.920676)
UNIVERSITY AV/MORTON PL,(40.8522015, -73.91371149999999)
UNIVERSITY AV/W BURNSIDE AV #1,(40.85464839999999, -73.9112261)
UNIVERSITY AV/W BURNSIDE AV,(40.85464839999999, -73.9112261)
UNIVERSITY AV/W 181 ST,(40.8574731, -73.90965349999999)
UNIVERSITY AV/W 183 ST,(40.8596146, -73.9077847)
UNIVERSITY AV/W FORDHAM RD,(40.8627608, -73.9049569)
UNIVERSITY AV/W 190 ST,(40.865301, -73.90332049999999)
UNIVERSITY AV/W 192 ST,(40.867104, -73.902084)
W KINGSBRIDGE RD/UNIVERSITY AV,(40.8682943, -73.9010744)
W KINGSBRIDGE RD/SEDGWICK AV,(40.869594, -73.9038229)
SEDGWICK AV/W 195 ST,(40.8706069, -73.902641)
SEDGWICK AV/W 197 ST,(40.8726895, -73.9019947)
SEDGWICK AV/W 229 ST,(40.87351400000001, -73.901806)
SEDGWICK AV/W 231 ST,(40.8756862, -73.9006888)
FT INDEPENDENCE/GILES PL,(40.8785178, -73.8986196)
FT INDEPENDENCE ST/BAILEY PL,(40.88135640000001, -73.8990573)
W 238 ST/ORLOFF AV,(40.88269409999999, -73.89776239999999)
W 238 ST/BAILEY AV,(40.8840332, -73.89798449999999)
W 238 ST/BROADWAY,(40.8850975, -73.9006697)
FT INDEPENDENCE ST/HEATH AV,(40.8787511, -73.8998409)
UNIVERSITY AV/HALL OF FAME TE,(40.85657500000001, -73.90995)
UNIVERSITY AV/W 179 ST,(40.8548224, -73.911186)
UNIVERSITY AV/WASHINGTON BRIDGE,(40.845314, -73.92255399999999)
BROADWAY/W 179 ST,(40.8489395, -73.9370656)
BOSTON RD/E GUN HILL RD,(40.87328249999999, -73.8535799)
BOSTON RD/WILSON AV,(40.8755018, -73.8506831)
BOSTON RD/SEYMOUR AV,(40.8761682, -73.8490307)
BOSTON RD/EASTCHESTER RD,(40.8770485, -73.8463725)
BOSTON RD/KINGSLAND AV,(40.8778788, -73.8447913)
BOSTON RD/WICKHAM AV,(40.8794308, -73.8427286)
BOSTON RD/ELY AV,(40.880436, -73.84066)
BOSTON RD/BAYCHESTER AV,(40.8812752, -73.83874829999999)
BOSTON RD/BOLLER AV,(40.88196200000001, -73.836739)
BOSTON RD/BIVONA ST,(40.884228, -73.833191)
BOSTON RD/STEENWICK AV,(40.88471089999999, -73.83132510000002)
PEARTREE AV/GIVAN AV,(40.881664, -73.82326499999999)
PEARTREE AV/CONNER  ST,(40.8822367, -73.82346840000001)
BOSTON RD/DYRE AV,(40.88471089999999, -73.83132510000002)
BOSTON RD/PALMER AV,(40.882023, -73.836929)
BOSTON RD/GRACE AV,(40.8806337, -73.8404607)
BOSTON RD/BRUNER AV,(40.879876, -73.8420093)
BOSTON RD/TIEMANN AV,(40.8784388, -73.84411109999999)
VAN CORTLANDT PK E/E 242 ST,(40.90258, -73.868134)
KATONAH AV/E 239 ST,(40.9003129, -73.8677)
KATONAH AV/E 237 ST,(40.8989498, -73.8674458)
KATONAH AV/E 234 ST,(40.8969145, -73.86706730000002)
E 233 St/WEBSTER AV,(40.8953852, -73.8635501)
E 233 ST/BRONX BL,(40.8947378, -73.8614137)
E 233 ST/WHITE PLAINS RD,(40.8934396, -73.8573419)
E 233 ST/BUSSING AV,(40.892143, -73.85341679999999)
E 233 ST/PAULDING AV,(40.8906547, -73.84874529999999)
LACONIA AV/E 232 ST,(40.8891054, -73.8462575)
LACONIA AV/E 230 ST,(40.8876935, -73.847037)
E 229 ST/LACONIA AV,(40.8870002, -73.8474889)
E 229 ST/E 229 DR S,(40.8859043, -73.84444359999999)
E 229 ST/SCHIEFFELIN AV,(40.88504020000001, -73.84315149999999)
E 229 ST/SCHIEFFELIN PL,(40.8839944, -73.84218469999999)
E 225 ST/SCHIEFFELIN PL,(40.8829023, -73.8460721)
E 225 ST/SCHIEFFELIN AV,(40.8829023, -73.8460721)
LACONIA AV/E 225 ST,(40.8842261, -73.8492412)
EASTCHESTER RD/E 222 ST,(40.8814079, -73.848729)
EASTCHESTER RD/NEEDHAM AV,(40.8801385, -73.848053)
EASTCHESTER RD/CHESTER ST,(40.8643221, -73.84338199999999)
EASTCHESTER RD/BOSTON RD,(40.8770485, -73.8463725)
EASTCHESTER RD/GIVAN AV,(40.8747118, -73.84510630000001)
EASTCHESTER RD/BURKE AV,(40.8730511, -73.8442263)
EASTCHESTER RD/HAMMERSLEY AV,(40.8713012, -73.8435598)
EASTCHESTER RD/E GUN HILL RD,(40.8681818, -73.84183639999999)
EASTCHESTER RD/SCHORR PL,(40.8671274, -73.8429731)
EASTCHESTER RD/ALLERTON AV,(40.86517490000001, -73.84334919999999)
EASTCHESTER RD/MACE AV,(40.8627664, -73.8434446)
EASTCHESTER RD/WARING AV,(40.8609057, -73.84320869999999)
EASTCHESTER RD/ASTOR AV,(40.859509, -73.8430037)
